2010 Census Tract,School Year,Grade Level,Count of Students
480,20022003,5,7
480,20032004,K,5
480,20032004,1,5
480,20032004,2,11
480,20032004,3,5
480,20032004,4,13
480,20032004,5,11
480,20042005,K,6
480,20042005,1,1
480,20042005,2,4
480,20042005,3,7
480,20042005,4,3
480,20042005,5,11
480,20052006,K,3
480,20052006,1,8
480,20052006,2,4
480,20052006,3,4
480,20052006,4,7
480,20052006,5,3
480,20062007,K,6
480,20062007,1,2
480,20062007,2,8
480,20062007,3,1
480,20062007,4,4
480,20062007,5,6
480,20072008,K,10
480,20072008,1,6
480,20072008,2,2
480,20072008,3,5
480,20072008,4,1
480,20072008,5,4
480,20082009,K,6
480,20082009,1,8
480,20082009,2,6
480,20082009,3,2
480,20082009,4,3
480,20082009,5,3
480,20092010,K,4
480,20092010,1,7
480,20092010,2,5
480,20092010,3,5
480,20092010,4,2
480,20092010,5,3
480,20102011,K,10
480,20102011,1,6
480,20102011,2,9
480,20102011,3,5
480,20102011,4,8
484,20012002,K,34
484,20012002,1,32
484,20012002,2,28
484,20012002,3,28
484,20012002,4,31
484,20012002,5,34
484,20022003,K,29
484,20022003,1,33
484,20022003,2,29
484,20022003,3,32
484,20022003,4,22
484,20022003,5,29
484,20032004,K,25
484,20032004,1,24
484,20032004,2,29
484,20032004,3,26
484,20032004,4,26
484,20032004,5,20
484,20042005,K,29
484,20042005,1,30
484,20042005,2,27
484,20042005,3,35
484,20042005,4,23
484,20042005,5,26
484,20052006,K,26
484,20052006,1,26
484,20052006,2,31
484,20052006,3,27
484,20052006,4,25
484,20052006,5,24
484,20062007,K,21
484,20062007,1,22
484,20062007,2,28
484,20062007,3,32
484,20062007,4,29
484,20062007,5,23
484,20072008,K,26
484,20072008,1,22
484,20072008,2,20
484,20072008,3,28
484,20072008,4,27
484,20072008,5,30
484,20082009,K,32
484,20082009,1,26
484,20082009,2,20
484,20082009,3,20
484,20082009,4,25
484,20082009,5,29
484,20092010,K,33
484,20092010,1,47
484,20092010,2,29
484,20092010,3,28
484,20092010,4,20
484,20092010,5,27
484,20102011,K,32
484,20102011,1,38
484,20102011,2,51
484,20102011,3,29
484,20102011,4,29
484,20102011,5,25
486,20012002,K,45
486,20012002,1,48
486,20012002,2,40
486,20012002,3,28
486,20012002,4,39
486,20012002,5,38
486,20022003,K,23
486,20022003,1,38
486,20022003,2,47
486,20022003,3,42
486,20022003,4,29
486,20022003,5,41
486,20032004,K,31
486,20032004,1,23
486,20032004,2,41
486,20032004,3,45
486,20032004,4,31
486,20032004,5,29
486,20042005,K,28
486,20042005,1,33
486,20042005,2,22
486,20042005,3,39
486,20042005,4,42
486,20042005,5,31
486,20052006,K,31
486,20052006,1,33
486,20052006,2,29
486,20052006,3,24
486,20052006,4,29
486,20052006,5,37
486,20062007,K,24
486,20062007,1,35
486,20062007,2,30
486,20062007,3,29
486,20062007,4,25
486,20062007,5,25
486,20072008,K,22
486,20072008,1,23
486,20072008,2,33
486,20072008,3,29
486,20072008,4,29
486,20072008,5,20
486,20082009,K,31
486,20082009,1,27
486,20082009,2,32
486,20082009,3,36
486,20082009,4,32
486,20082009,5,29
486,20092010,K,30
486,20092010,1,34
486,20092010,2,36
486,20092010,3,33
486,20092010,4,40
486,20092010,5,39
486,20102011,K,34
486,20102011,1,35
486,20102011,2,39
486,20102011,3,37
486,20102011,4,36
486,20102011,5,36
488,20012002,K,33
488,20012002,1,41
488,20012002,2,35
488,20012002,3,44
488,20012002,4,42
488,20012002,5,47
488,20022003,K,31
488,20022003,1,36
488,20022003,2,38
488,20022003,3,32
488,20022003,4,43
488,20022003,5,42
488,20032004,K,32
488,20032004,1,30
488,20032004,2,33
488,20032004,3,30
488,20032004,4,30
488,20032004,5,38
488,20042005,K,21
488,20042005,1,29
488,20042005,2,28
488,20042005,3,30
488,20042005,4,31
488,20042005,5,27
488,20052006,K,21
488,20052006,1,20
488,20052006,2,33
488,20052006,3,32
488,20052006,4,33
488,20052006,5,31
488,20062007,K,26
488,20062007,1,22
488,20062007,2,25
488,20062007,3,29
488,20062007,4,28
488,20062007,5,37
488,20072008,K,29
488,20072008,1,23
488,20072008,2,21
488,20072008,3,21
488,20072008,4,23
488,20072008,5,31
488,20082009,K,27
488,20082009,1,30
488,20082009,2,22
488,20082009,3,20
488,20082009,4,22
488,20082009,5,22
488,20092010,K,30
488,20092010,1,33
488,20092010,2,37
488,20092010,3,35
488,20092010,4,21
488,20092010,5,27
488,20102011,K,39
488,20102011,1,33
488,20102011,2,31
488,20102011,3,40
488,20102011,4,38
488,20102011,5,22
489,20072008,2,1
489,20082009,2,1
490,20012002,K,49
490,20012002,1,46
490,20012002,2,45
490,20012002,3,48
490,20012002,4,53
490,20012002,5,51
490,20022003,K,49
490,20022003,1,48
490,20022003,2,50
490,20022003,3,47
490,20022003,4,40
490,20022003,5,50
490,20032004,K,39
490,20032004,1,47
490,20032004,2,50
490,20032004,3,52
490,20032004,4,40
490,20032004,5,37
490,20042005,K,39
490,20042005,1,48
490,20042005,2,46
490,20042005,3,46
490,20042005,4,49
490,20042005,5,42
490,20052006,K,35
490,20052006,1,54
490,20052006,2,51
490,20052006,3,38
490,20052006,4,40
490,20052006,5,41
490,20062007,K,31
490,20062007,1,38
490,20062007,2,48
490,20062007,3,44
490,20062007,4,31
490,20062007,5,45
490,20072008,K,33
490,20072008,1,32
490,20072008,2,40
490,20072008,3,47
490,20072008,4,43
490,20072008,5,29
490,20082009,K,38
490,20082009,1,39
490,20082009,2,31
490,20082009,3,39
490,20082009,4,46
490,20082009,5,41
490,20092010,K,39
490,20092010,1,52
490,20092010,2,41
490,20092010,3,35
490,20092010,4,43
490,20092010,5,52
490,20102011,K,39
490,20102011,1,44
490,20102011,2,53
490,20102011,3,44
490,20102011,4,42
490,20102011,5,44
492,20012002,K,10
492,20012002,1,12
492,20012002,2,5
492,20012002,3,17
492,20012002,4,12
492,20012002,5,10
492,20022003,K,12
492,20022003,1,20
492,20022003,2,14
492,20022003,3,9
492,20022003,4,18
492,20022003,5,18
492,20032004,K,20
492,20032004,1,12
492,20032004,2,22
492,20032004,3,11
492,20032004,4,11
492,20032004,5,15
492,20042005,K,8
492,20042005,1,19
492,20042005,2,12
492,20042005,3,24
492,20042005,4,13
492,20042005,5,12
492,20052006,K,19
492,20052006,1,12
492,20052006,2,19
492,20052006,3,11
492,20052006,4,15
492,20052006,5,10
492,20062007,K,11
492,20062007,1,19
492,20062007,2,14
492,20062007,3,16
492,20062007,4,12
492,20062007,5,21
492,20072008,K,15
492,20072008,1,7
492,20072008,2,20
492,20072008,3,12
492,20072008,4,18
492,20072008,5,17
492,20082009,K,21
492,20082009,1,16
492,20082009,2,10
492,20082009,3,18
492,20082009,4,12
492,20082009,5,17
492,20092010,K,10
492,20092010,1,22
492,20092010,2,16
492,20092010,3,13
492,20092010,4,16
492,20092010,5,15
492,20102011,K,17
492,20102011,1,10
492,20102011,2,22
492,20102011,3,13
492,20102011,4,13
492,20102011,5,16
494,20012002,K,23
494,20012002,1,31
494,20012002,2,23
494,20012002,3,24
494,20012002,4,38
494,20012002,5,33
494,20022003,K,24
494,20022003,1,25
494,20022003,2,29
494,20022003,3,22
494,20022003,4,25
494,20022003,5,36
494,20032004,K,20
494,20032004,1,20
494,20032004,2,27
494,20032004,3,27
494,20032004,4,25
494,20032004,5,25
494,20042005,K,19
494,20042005,1,17
494,20042005,2,22
494,20042005,3,28
494,20042005,4,23
494,20042005,5,29
494,20052006,K,22
494,20052006,1,20
494,20052006,2,15
494,20052006,3,24
494,20052006,4,23
494,20052006,5,24
494,20062007,K,20
494,20062007,1,23
494,20062007,2,21
494,20062007,3,17
494,20062007,4,22
494,20062007,5,30
494,20072008,K,15
494,20072008,1,22
494,20072008,2,24
494,20072008,3,22
494,20072008,4,14
494,20072008,5,25
494,20082009,K,18
494,20082009,1,17
494,20082009,2,24
494,20082009,3,24
494,20082009,4,19
494,20082009,5,14
494,20092010,K,22
494,20092010,1,26
494,20092010,2,20
494,20092010,3,28
494,20092010,4,21
494,20092010,5,21
494,20102011,K,30
494,20102011,1,25
494,20102011,2,26
494,20102011,3,19
494,20102011,4,30
494,20102011,5,21
726,20022003,5,1
902,20062007,K,1
906,20072008,1,1
906,20082009,2,1
1144,20062007,1,1
5201,20012002,K,4
5201,20012002,1,4
5201,20012002,2,3
5201,20012002,3,4
5201,20012002,4,8
5201,20012002,5,6
5201,20022003,K,7
5201,20022003,1,4
5201,20022003,2,4
5201,20022003,3,3
5201,20022003,4,4
5201,20022003,5,9
5201,20032004,K,5
5201,20032004,1,8
5201,20032004,2,3
5201,20032004,3,3
5201,20032004,4,5
5201,20032004,5,5
5201,20042005,K,3
5201,20042005,1,5
5201,20042005,2,8
5201,20042005,3,3
5201,20042005,4,3
5201,20042005,5,5
5201,20052006,K,3
5201,20052006,1,3
5201,20052006,2,4
5201,20052006,3,7
5201,20052006,4,3
5201,20052006,5,5
5201,20062007,K,4
5201,20062007,1,4
5201,20062007,2,3
5201,20062007,3,5
5201,20062007,4,8
5201,20062007,5,3
5201,20072008,K,6
5201,20072008,1,6
5201,20072008,2,3
5201,20072008,3,1
5201,20072008,4,7
5201,20072008,5,7
5201,20082009,K,3
5201,20082009,1,7
5201,20082009,2,4
5201,20082009,3,3
5201,20082009,4,1
5201,20082009,5,6
5201,20092010,K,13
5201,20092010,1,4
5201,20092010,2,8
5201,20092010,3,6
5201,20092010,4,8
5201,20092010,5,3
5201,20102011,K,7
5201,20102011,1,10
5201,20102011,2,4
5201,20102011,3,7
5201,20102011,4,7
5201,20102011,5,9
5202,20012002,K,6
5202,20012002,1,6
5202,20012002,2,2
5202,20012002,3,4
5202,20012002,4,6
5202,20012002,5,5
5202,20022003,K,4
5202,20022003,1,7
5202,20022003,2,4
5202,20022003,3,5
5202,20022003,4,8
5202,20022003,5,6
5202,20032004,K,8
5202,20032004,1,5
5202,20032004,2,5
5202,20032004,3,5
5202,20032004,4,8
5202,20032004,5,7
5202,20042005,K,8
5202,20042005,1,10
5202,20042005,2,5
5202,20042005,3,2
5202,20042005,4,7
5202,20042005,5,5
5202,20052006,K,8
5202,20052006,1,7
5202,20052006,2,7
5202,20052006,3,3
5202,20052006,4,3
5202,20052006,5,5
5202,20062007,K,8
5202,20062007,1,4
5202,20062007,2,6
5202,20062007,3,4
5202,20062007,4,3
5202,20062007,5,3
5202,20072008,K,12
5202,20072008,1,7
5202,20072008,2,4
5202,20072008,3,5
5202,20072008,4,1
5202,20072008,5,2
5202,20082009,K,12
5202,20082009,1,9
5202,20082009,2,3
5202,20082009,3,4
5202,20082009,4,5
5202,20082009,5,1
5202,20092010,K,15
5202,20092010,1,13
5202,20092010,2,10
5202,20092010,3,5
5202,20092010,4,10
5202,20092010,5,5
5202,20102011,K,17
5202,20102011,1,13
5202,20102011,2,15
5202,20102011,3,10
5202,20102011,4,5
5202,20102011,5,10
5601,20012002,K,6
5601,20012002,1,11
5601,20012002,2,8
5601,20012002,3,7
5601,20012002,4,3
5601,20012002,5,6
5601,20022003,K,8
5601,20022003,1,8
5601,20022003,2,9
5601,20022003,3,6
5601,20022003,4,6
5601,20022003,5,4
5601,20032004,K,3
5601,20032004,1,5
5601,20032004,2,6
5601,20032004,3,7
5601,20032004,4,7
5601,20032004,5,4
5601,20042005,K,7
5601,20042005,1,2
5601,20042005,2,4
5601,20042005,3,6
5601,20042005,4,6
5601,20042005,5,6
5601,20052006,K,7
5601,20052006,1,8
5601,20052006,2,3
5601,20052006,3,4
5601,20052006,4,6
5601,20052006,5,5
5601,20062007,K,7
5601,20062007,1,3
5601,20062007,2,7
5601,20062007,3,3
5601,20062007,4,3
5601,20062007,5,4
5601,20072008,K,1
5601,20072008,1,8
5601,20072008,2,3
5601,20072008,3,5
5601,20072008,4,3
5601,20072008,5,4
5601,20082009,K,9
5601,20082009,1,1
5601,20082009,2,6
5601,20082009,3,3
5601,20082009,4,4
5601,20082009,5,3
5601,20092010,K,8
5601,20092010,1,8
5601,20092010,2,1
5601,20092010,3,6
5601,20092010,4,4
5601,20092010,5,3
5601,20102011,K,9
5601,20102011,1,4
5601,20102011,2,11
5601,20102011,4,4
5601,20102011,5,4
5602,20012002,K,1
5602,20012002,1,6
5602,20012002,2,6
5602,20012002,3,3
5602,20012002,4,2
5602,20012002,5,2
5602,20022003,K,4
5602,20022003,1,2
5602,20022003,2,5
5602,20022003,3,4
5602,20022003,4,2
5602,20022003,5,1
5602,20032004,K,3
5602,20032004,1,4
5602,20032004,2,3
5602,20032004,3,6
5602,20032004,4,3
5602,20042005,1,3
5602,20042005,2,4
5602,20042005,3,2
5602,20042005,4,4
5602,20042005,5,3
5602,20052006,K,5
5602,20052006,2,3
5602,20052006,3,3
5602,20052006,4,1
5602,20052006,5,3
5602,20062007,K,4
5602,20062007,1,5
5602,20062007,2,1
5602,20062007,3,3
5602,20062007,4,3
5602,20062007,5,1
5602,20072008,K,4
5602,20072008,1,4
5602,20072008,2,4
5602,20072008,3,1
5602,20072008,4,3
5602,20072008,5,3
5602,20082009,K,4
5602,20082009,1,5
5602,20082009,2,4
5602,20082009,3,3
5602,20082009,4,1
5602,20082009,5,3
5602,20092010,K,3
5602,20092010,1,8
5602,20092010,2,2
5602,20092010,3,5
5602,20092010,4,3
5602,20092010,5,2
5602,20102011,K,6
5602,20102011,1,3
5602,20102011,2,8
5602,20102011,3,2
5602,20102011,4,2
5602,20102011,5,3
12801,20012002,K,26
12801,20012002,1,17
12801,20012002,2,26
12801,20012002,3,23
12801,20012002,4,22
12801,20012002,5,22
12801,20022003,K,13
12801,20022003,1,26
12801,20022003,2,17
12801,20022003,3,21
12801,20022003,4,24
12801,20022003,5,23
12801,20032004,K,10
12801,20032004,1,14
12801,20032004,2,23
12801,20032004,3,20
12801,20032004,4,23
12801,20032004,5,20
12801,20042005,K,21
12801,20042005,1,13
12801,20042005,2,13
12801,20042005,3,25
12801,20042005,4,20
12801,20042005,5,23
12801,20052006,K,19
12801,20052006,1,27
12801,20052006,2,14
12801,20052006,3,15
12801,20052006,4,23
12801,20052006,5,22
12801,20062007,K,20
12801,20062007,1,17
12801,20062007,2,26
12801,20062007,3,14
12801,20062007,4,15
12801,20062007,5,27
12801,20072008,K,17
12801,20072008,1,22
12801,20072008,2,21
12801,20072008,3,24
12801,20072008,4,13
12801,20072008,5,15
12801,20082009,K,19
12801,20082009,1,20
12801,20082009,2,25
12801,20082009,3,19
12801,20082009,4,25
12801,20082009,5,16
12801,20092010,K,11
12801,20092010,1,24
12801,20092010,2,24
12801,20092010,3,26
12801,20092010,4,20
12801,20092010,5,21
12801,20102011,K,20
12801,20102011,1,15
12801,20102011,2,23
12801,20102011,3,21
12801,20102011,4,25
12801,20102011,5,18
46201,20012002,K,4
46201,20012002,1,2
46201,20012002,2,2
46201,20012002,4,1
46201,20012002,5,1
46201,20022003,K,1
46201,20022003,1,4
46201,20022003,2,2
46201,20022003,3,2
46201,20022003,5,2
46201,20032004,K,1
46201,20032004,1,1
46201,20032004,2,2
46201,20032004,3,2
46201,20032004,4,2
46201,20042005,K,1
46201,20042005,1,1
46201,20042005,2,1
46201,20042005,3,1
46201,20042005,4,2
46201,20042005,5,1
46201,20052006,K,2
46201,20052006,1,1
46201,20052006,5,1
46201,20062007,1,1
46201,20062007,2,1
46201,20072008,K,2
46201,20072008,2,1
46201,20082009,K,1
46201,20082009,1,2
46201,20082009,4,1
46201,20082009,5,1
46201,20092010,1,2
46201,20092010,2,1
46201,20092010,3,1
46201,20102011,K,3
46201,20102011,1,1
46201,20102011,2,3
46201,20102011,3,1
46201,20102011,4,2
50804,20012002,4,1
51601,20012002,4,1
51601,20012002,5,1
51601,20022003,4,1
51601,20022003,5,1
51601,20032004,K,1
51601,20032004,5,1
61002,20032004,5,1
69602,20062007,4,1
69602,20072008,5,1
